Title,Singer,Year,Lyricist,Lyrics,Status
陪著你走,盧冠廷,1986,,"誰說時間片刻會變舊
seoi4 syut3 si4 gaan13 pin2/pin3 hak1 wui bin3 gau6
全爲我分秒都停留
cyun4 wai46 ngo5 fan1/fan6 miu5 dou1 ting4 lau4
只因 身邊有你緊握我的手
zi2 jan1 san1 bin1 jau5 nei5 gan2 ak1/aak1 ngo5 dik1 sau2

這份愛誰說永不會長久
ze5 fan6 oi3 seoi4 syut3 wing5 bat1 wui coeng4/zoeng2 gau2
陪着你一生到白頭
pui4 zoek6/ nei5 jat1 sang1/saang1 dou3 baak6 tau4
就能 讓心中星星閃到永久
zau6 nang4 joeng6 sam1 zung1 sing1 sing1 sim2 dou3 wing5 gau2

陪着你走 一生一世也不分
pui4 zoek6/ nei5 zau2 jat1 sang1/saang1 jat1 sai3 jaa5 bat1 fan1/fan6
我的心伴着你的心
ngo5 dik1 sam1 bun6 zoek6/ nei5 dik1 sam1
越千山過萬水
jyut6 cin1 saan1 gwo3 maan6 seoi2

如果 走到世界的盡頭
jyu4 gwo2 zau2 dou3 sai3 gaai3 dik1 zeon6 tau4
我倆已是無法前行
ngo5 loeng5 ji5 si6 mou4 faat3 cin4 hang4/hang6/hong4
跟我一起飛去
gan1 ngo5 jat1 hei2 fei1 heoi3
跟我一起飛去
gan1 ngo5 jat1 hei2 fei1 heoi3",matched
遙遠的她,張學友,1986,潘源良,"讓晚風輕輕吹送了落霞
joeng6 maan5 fung1 hing1/heng1 hing1/heng1 ceoi1 sung3 liu5 lok6 haa4
我已習慣每個傍晚去想她
ngo5 ji5 zaap6 gwaan3 mui5 go3 bong6 maan5 heoi3 soeng2 taa1
在遠方的她此刻可知道
zoi6 jyun5 fong1 dik1 taa1 ci2 hak1 ho2 zi1 dou6
這段情在我心始終記掛
ze5 dyun6 cing4 zoi6 ngo5 sam1 ci2 zung1 gei3 gwaa3
在這半山
zoi6 ze5 bun3 saan1
那天我知我知快將要別離沒說話
naa5 tin1 ngo5 zi1 ngo5 zi1 faai3 zoeng1 jiu3 bit6 lei4 mut6 syut3 waa6
望向她 卻聽到她說
mong6 hoeng3 taa1 koek3 ting1/teng1 dou3 taa1 syut3
不要相約 縱使分隔
bat1 jiu3 soeng13 joek3 zung3/zung1 si2 fan1/fan6 gaak3
相愛不會害怕
soeng13 oi3 bat1 wui hoi6 paa3
遙遙萬里 心聲有否偏差
jiu4 jiu4 maan6 lei5 sam1 sing1/seng1 jau5 fau2 pin1 caa1/
正是讓這愛試出 真與假
zing3 si6 joeng6 ze5 oi3 si3 ceot1 zan1 jyu5 gaa2/gaa3
遙遠的她 彷彿借風聲跟我話
jiu4 jyun5 dik1 taa1 fong2 fat1 ze3 fung1 sing1/seng1 gan1 ngo5 waa6
熱情若無變 那管它滄桑變化
jit6 cing4 joek6 mou4 bin3 naa5 gun2 taa1 cong1 song1 bin3 faa3

但這天收到她爸爸的一封信
daan6 ze5 tin1 sau1 dou3 taa1 baa1 baa1 dik1 jat1 fung1 seon3
信裏面說血癌已帶走她
seon3 leoi5 min6 syut3 hyut3 ngaam4 ji5 daai3 zau2 taa1
但覺得空虛的心彷彿已僵化
daan6 gok3/gaau3 dak1 hung1 heoi1 dik1 sam1 fong2 fat1 ji5 goeng1 faa3
過去事像炮彈心中爆炸
gwo3 heoi3 si6 zoeng6 paau3 daan2/daan6/taan4 sam1 zung1 baau3 zaa3
在這半山
zoi6 ze5 bun3 saan1
這天我悲痛悲痛不已在胡亂說話
ze5 tin1 ngo5 bei1 tung3 bei1 tung3 bat1 ji5 zoi6 wu4 lyun6 syut3 waa6
夜雨中 似聽到她說
je6 jyu5 zung1 ci5 ting1/teng1 dou3 taa1 syut3
不要相約 縱使分隔
bat1 jiu3 soeng13 joek3 zung3/zung1 si2 fan1/fan6 gaak3
相愛不會害怕
soeng13 oi3 bat1 wui hoi6 paa3
人無覓處 心聲有否偏差
jan4 mou4 mik6 cyu35 sam1 sing1/seng1 jau5 fau2 pin1 caa1/
正是讓這愛試出 真與假
zing3 si6 joeng6 ze5 oi3 si3 ceot1 zan1 jyu5 gaa2/gaa3
遙遠的她 彷彿借風聲跟我話
jiu4 jyun5 dik1 taa1 fong2 fat1 ze3 fung1 sing1/seng1 gan1 ngo5 waa6
熱情若無變 那管它滄桑變化
jit6 cing4 joek6 mou4 bin3 naa5 gun2 taa1 cong1 song1 bin3 faa3

遙遠的她 不可以再歸家
jiu4 jyun5 dik1 taa1 bat1 ho2 ji5 zoi3 gwai1 gaa1
我在夢裏卻始終只有她
ngo5 zoi6 mung6 leoi5 koek3 ci2 zung1 zi2 jau5 taa1
遙遠的她 可知我心中的說話
jiu4 jyun5 dik1 taa1 ho2 zi1 ngo5 sam1 zung1 dik1 syut3 waa6
熱情並無變 那管它滄桑變化
jit6 cing4 bing6 mou4 bin3 naa5 gun2 taa1 cong1 song1 bin3 faa3",matched
月半彎,張學友,1986,,"月半彎 倚於深宵 晚風輕飄
jyut6 bun3 waan1 ji2 jyu1 sam1 siu1 maan5 fung1 hing1/heng1 piu1
一張俏臉泛着半點的醉意
jat1 zoeng1 ciu3 lim5 faan3/faan6 zoek6/ bun3 dim2 dik1 zeoi3 ji3
夜已醉了 迄已醉倒了
je6 ji5 zeoi3 liu5 ngat6 ji5 zeoi3 dou2/dou3 liu5
讓它安靜到天曉
joeng6 taa1 on1 zing6 dou3 tin1 hiu2

我記得 與你一起 我心高飛
ngo5 gei3 dak1 jyu5 nei5 jat1 hei2 ngo5 sam1 gou1 fei1
會急促跳動說真需要你
wui gap1 cuk1 tiu3 dung6 syut3 zan1 seoi1 jiu3 nei5
讓我看你 讓我細賞你
joeng6 ngo5 hon3 nei5 joeng6 ngo5 sai3 soeng2 nei5
陪你身邊 今晚
pui4 nei5 san1 bin1 gam1 maan5

讓我靠着你的臂胳
joeng6 ngo5 kaau3 zoek6/ nei5 dik1 bei3 gaak3
流露我熱愛心底說話
lau4 lou6 ngo5 jit6 oi3 sam1 dai2 syut3 waa6
孕育美麗溫馨愛意
jan6 juk6 mei5 lai6 wan1 hing1 oi3 ji3
做夢 都是你
zou6 mung6 dou1 si6 nei5

夜已深 我心思思 你的丰姿
je6 ji5 sam1 ngo5 sam1 si1 si1 nei5 dik1 fung1 zi1
只想你便是 我的天使
zi2 soeng2 nei5 bin6 si6 ngo5 dik1 tin1 si2
未見半秒 便控制不了
mei6 gin3 bun3 miu5 bin6 hung3 zai3 bat1 liu5
難以心安 於今晚
naan4/naan6 ji5 sam1 on1 jyu1 gam1 maan5",matched
妖女,梅艷芳,1986,林振強,"聚集在路角 人在靜靜說你不好
zeoi6 zaap6 zoi6 lou6 gok3 jan4 zoi6 zing6 zing6 syut3 nei5 bat1 hou2
左手戴手套的你 冷冷一笑步到
zo2 sau2 daai3 sau2 tou3 dik1 nei5 laang5 laang5 jat1 siu3 bou6 dou3
極度傲慢但又極具味道
gik6 dou6 ngou6 maan6 daan6 jau6 gik6 geoi6 mei6 dou6
多少顆心給你俘虜拋棄俘虜拋棄
do1 siu23 fo2 sam1 kap1 nei5 fu1 lou5 paau1 hei3 fu1 lou5 paau1 hei3
衆稱你做
zung3 cing1/cing3 nei5 zou6

但命運令你 隨夜幕遇着這妖女
daan6 ming6/meng6 wan6 ling6 nei5 ceoi4 je6 mok6 jyu6 zoek6/ ze5 jiu1 neoi5
今晚的你當心你 心窩給我弄醉
gam1 maan5 dik1 nei5 dong13 sam1 nei5 sam1 wo1 kap1 ngo5 lung6 zeoi3
傲慢面目本小姐都有出租
ngou6 maan6 min6 muk6 bun2 siu2 ze2 dou1 jau5 ceot1 zou1
紅脣魅力造分分鐘使你乞討與醉倒
hung4 seon4 mei6 lik6 zou6 fan1/fan6 fan1/fan6 zung1 si2 nei5 hat1 tou2 jyu5 zeoi3 dou2/dou3

妖女叉腰側望
jiu1 neoi5 caa1 jiu1 zak1 mong6
可干擾思想的嘴微微張開
ho2 gon1 jiu2 si1 soeng2 dik1 zeoi2 mei4 mei4 zoeng1 hoi1
妖女叉腰側望
jiu1 neoi5 caa1 jiu1 zak1 mong6
腰間的火花可蒸發每個深海
jiu1 gaan13 dik1 fo2 faa1 ho2 zing1 faat3 mui5 go3 sam1 hoi2
我並未放你在眼內
ngo5 bing6 mei6 fong3 nei5 zoi6 ngaan5 noi6
可有膽色一起使今宵更精彩
ho2 jau5 daam2 sik1 jat1 hei2 si2 gam1 siu1 gang13 zing1 coi2

但命運令你 隨夜幕遇着這妖女
daan6 ming6/meng6 wan6 ling6 nei5 ceoi4 je6 mok6 jyu6 zoek6/ ze5 jiu1 neoi5
今晚的你當心 你碰上不再願退
gam1 maan5 dik1 nei5 dong13 sam1 nei5 pung3 soeng56 bat1 zoi3 jyun6 teoi3
站着坐着都可遭禁的腿
zaam6 zoek6/ co5/zo6 zoek6/ dou1 ho2 zou1 gam1/gam3 dik1 teoi2
男人望着後知足的都變空虛苦苦追
naam4 jan4 mong6 zoek6/ hau6 zi1 zuk1 dik1 dou1 bin3 hung1 heoi1 fu2 fu2 zeoi1

妖女即將收服
jiu1 neoi5 zik1 zoeng1 sau1 fuk6
妖女即將收服
jiu1 neoi5 zik1 zoeng1 sau1 fuk6",matched
黑色午夜,張國榮,1986,林振強,"深夜 沉默但其實跳動
sam1 je6 cam4 mak6 daan6 kei4 sat6 tiu3 dung6
車內 橫巷內藏着愛侶抱擁
ce1 noi6 waang4/waang6 hong6/hong2 noi6 cong4 zoek6/ oi3 leoi5 pou5 jung2
深夜 人盡力尋覓美夢
sam1 je6 jan4 zeon6 lik6 cam4 mik6 mei5 mung6
不要急 不要急反正又空
bat1 jiu3 gap1 bat1 jiu3 gap1 faan2 zing3 jau6 hung1
心碎的心碎的都也出發活動 尋活動
sam1 seoi3 dik1 sam1 seoi3 dik1 dou1 jaa5 ceot1 faat3 wut6 dung6 cam4 wut6 dung6
深夜 人易被明月煽動
sam1 je6 jan4 ji6/jik6 bei6/ ming4 jyut6 sin3 dung6
火焰 無忌地搖盪你我眼中
fo2 jim6 mou4 gei6 dei6 jiu4 dong6 nei5 ngo5 ngaan5 zung1
親愛的親愛的不要看鐘
can1 oi3 dik1 can1 oi3 dik1 bat1 jiu3 hon3 zung1
今晚黑今晚默請你跟我活動 尋熱夢
gam1 maan5 hak1 gam1 maan5 mak6 cing2/ceng2 nei5 gan1 ngo5 wut6 dung6 cam4 jit6 mung6
可否一起笑着愛到徹底
ho2 fau2 jat1 hei2 siu3 zoek6/ oi3 dou3 cit3 dai2
一晚浪漫都可永遠美麗
jat1 maan5 long6 maan6 dou1 ho2 wing5 jyun5 mei5 lai6
讓那些漆黑空間引導愛意發揮
joeng6 naa5 se1 cat1 hak1 hung1 gaan13 jan5 dou6 oi3 ji3 faat3 fai1
孤單的你跟我不想過
gu1 daan1 dik1 nei5 gan1 ngo5 bat1 soeng2 gwo3
Lonely night(Hold me tight)
Lonely night(Hold me tight)
黑色午夜深不見底
hak1 sik1 ng5 je6 sam1 bat1 gin3 dai2
身邊你使我着迷
san1 bin1 nei5 si2 ngo5 zoek6/ mai4
朦朧是黑色午夜
mung4 lung4 si6 hak1 sik1 ng5 je6
深不見底
sam1 bat1 gin3 dai2
可否靠緊我令寂寞默然逝
ho2 fau2 kaau3 gan2 ngo5 ling6 zik6 mok6 mak6 jin4 sai6",matched
凝望,陳百強,1986,,"不斷默默地尋訪
bat1 dyun6/dyun3/tyun5 mak6 mak6 dei6 cam4 fong2
但覺這映像在我眼內搖晃
daan6 gok3/gaau3 ze5 jing2 zoeng6 zoi6 ngo5 ngaan5 noi6 jiu4 fong2
原是沒法去尋覓
jyun4 si6 mut6 faat3 heoi3 cam4 mik6
爲你尋找千萬趟
wai46 nei5 cam4 zaau2 cin1 maan6 tong3
盼會遇着那憂鬱的眼光心內混亂又迷惘
paan3 wui jyu6 zoek6/ naa5 jau1 wat1 dik1 ngaan5 gwong1 sam1 noi6 wan6 lyun6 jau6 mai4 mong5
但覺我身畔像有兩道靈光
daan6 gok3/gaau3 ngo5 san1 bun6 zoeng6 jau5 loeng5 dou6 ling4 gwong1
人潮內一再凝望
jan4 ciu4 noi6 jat1 zoi3 jing4 mong6
令我全身觸電了
ling6 ngo5 cyun4 san1 cuk1/zuk1 din6 liu5
我已遇着我欣賞的眼光情令我瘋狂
ngo5 ji5 jyu6 zoek6/ ngo5 jan1 soeng2 dik1 ngaan5 gwong1 cing4 ling6 ngo5 fung1 kwong4
未可掩飾那份狂
mei6 ho2 jim2 sik1 naa5 fan6 kwong4
現實盡變幻象如墮進一張光的網
jin6 sat6 zeon6 bin3 waan6 zoeng6 jyu4 do6 zeon3 jat1 zoeng1 gwong1 dik1 mong5
令我心閃亮這憂鬱的眼光
ling6 ngo5 sam1 sim2 loeng6 ze5 jau1 wat1 dik1 ngaan5 gwong1
幻想的她已在旁
waan6 soeng2 dik1 taa1 ji5 zoi6 pong4
靈魂傳過熱浪情共愛終於得解放
ling4 wan4 cyun4/zyun6 gwo3 jit6 long6 cing4 gung6 oi3 zung1 jyu1 dak1 gaai2 fong3
滑進心窗內這誘惑無力可對抗
waat6 zeon3 sam1 coeng1 noi6 ze5 jau5 waak6 mou4 lik6 ho2 deoi3 kong3
情令我瘋狂 未可掩飾那份狂
cing4 ling6 ngo5 fung1 kwong4 mei6 ho2 jim2 sik1 naa5 fan6 kwong4
現實盡變幻象如墮進一張光的網
jin6 sat6 zeon6 bin3 waan6 zoeng6 jyu4 do6 zeon3 jat1 zoeng1 gwong1 dik1 mong5
令我心閃亮這憂鬱的眼光
ling6 ngo5 sam1 sim2 loeng6 ze5 jau1 wat1 dik1 ngaan5 gwong1
幻想的她已在旁
waan6 soeng2 dik1 taa1 ji5 zoi6 pong4
從前完美幻像能遇上怎麼可反抗
cung4 cin4 jyun4 mei5 waan6 zoeng6 nang4 jyu6 soeng56 zam2 mo1 ho2 faan2 kong3
願意打開心裏愛念凝望千百趟
jyun6 ji3 daa2 hoi1 sam1 leoi5 oi3 nim6 jing4 mong6 cin1 baak3 tong3",matched
誰令你心痴,張國榮、陳潔靈,1986,,"何事無聊地嘆氣
ho4 si6 mou4 liu4 dei6 taan3 hei3
可會說我知
ho2 wui syut3 ngo5 zi1
手中的康乃馨
sau2 zung1 dik1 hong1 naai5 hing1
仍能贈你一枝
jing4 nang4 zang6 nei5 jat1 zi1
何事呆呆地看我
ho4 si6 ngoi4/daai1 ngoi4/daai1 dei6 hon3 ngo5
我看不透你的真心意
ngo5 hon3 bat1 tau3 nei5 dik1 zan1 sam1 ji3
如喜歡她
jyu4 hei2 fun1 taa1
何不想想法子
ho4 bat1 soeng2 soeng2 faat3 zi2

Darling I Want You
Darling I Want You
你竟不知
nei5 ging2 bat1 zi1
熱烈似火情意
jit6 lit6 ci5 fo2 cing4 ji3
會恨恨將我燒死
wui han6 han6 zoeng1 ngo5 siu1 sei2
像個小影迷
zoeng6 go3 siu2 jing2 mai4
要你的簽字
jiu3 nei5 dik1 cim1 zi6
默默向風呆企
mak6 mak6 hoeng3 fung1 ngoi4/daai1 kei5
去等心中戲子
heoi3 dang2 sam1 zung1 hei3 zi2

曾無限次 欲話我知 卻也停止
cang4 mou4 haan6 ci3 juk6 waa6 ngo5 zi1 koek3 jaa5 ting4 zi2
I m Just A Woman Fall In Love
I m Just A Woman Fall In Love

何事無聊地嘆氣
ho4 si6 mou4 liu4 dei6 taan3 hei3
想你你不知
soeng2 nei5 nei5 bat1 zi1
心中的小鏡子
sam1 zung1 dik1 siu2 geng3 zi2
常留下你影子
soeng4 lau4 haa6 nei5 jing2 zi2
無論何事遇見你
mou4 leon6 ho4 si6 jyu6 gin3 nei5
我會失理智更不知所以
ngo5 wui sat1 lei5 zi3 gang13 bat1 zi1 so2 ji5
迷失的心全都因你起
mai4 sat1 dik1 sam1 cyun4 dou1 jan1 nei5 hei2

但我的心情你應該知
daan6 ngo5 dik1 sam1 cing4 nei5 jing13 goi1 zi1
遇着了心頭愛
jyu6 zoek6/ liu5 sam1 tau4 oi3
卻不知怎去開始
koek3 bat1 zi1 zam2 heoi3 hoi1 ci2
夢似的戀情叫我心癡
mung6 ci5 dik1 lyun2 cing4 giu3 ngo5 sam1 ci1
令我不能退
ling6 ngo5 bat1 nang4 teoi3
愛火不可制止
oi3 fo2 bat1 ho2 zai3 zi2

曾無限次 欲話我知 卻也停止
cang4 mou4 haan6 ci3 juk6 waa6 ngo5 zi1 koek3 jaa5 ting4 zi2
You re Just A Woman Fall In Love
You re Just A Woman Fall In Love

Darling I Want You
Darling I Want You
你竟不知
nei5 ging2 bat1 zi1
但願這刻和你
daan6 jyun6 ze5 hak1 wo4 nei5
緊緊擁抱一起
gan2 gan2 jung2 pou5 jat1 hei2
用你的心情
jung6 nei5 dik1 sam1 cing4
去慰我的癡
heoi3 wai3 ngo5 dik1 ci1
但我的情意
daan6 ngo5 dik1 cing4 ji3
你根本不會知
nei5 gan1 bun2 bat1 wui zi1

曾無限次 欲話你知 卻也停止
cang4 mou4 haan6 ci3 juk6 waa6 nei5 zi1 koek3 jaa5 ting4 zi2
I m Just A Woman Fall In Love
I m Just A Woman Fall In Love

但你的心情我早知
daan6 nei5 dik1 sam1 cing4 ngo5 zou2 zi1
爲探測誠意
wai46 taam3 cak1 sing4 ji3
說不知不覺是砌詞
syut3 bat1 zi1 bat1 gok3/gaau3 si6 cai3 ci4
讓我的真情
joeng6 ngo5 dik1 zan1 cing4
去慰你的癡
heoi3 wai3 nei5 dik1 ci1
但你不嫌棄
daan6 nei5 bat1 jim4 hei3
你身邊的漢子
nei5 san1 bin1 dik1 hon3 zi2

柔情蜜意 盡話我知 卻也停止
jau4 cing4 mat6 ji3 zeon6 waa6 ngo5 zi1 koek3 jaa5 ting4 zi2
You re Just A Woman Fall In Love
You re Just A Woman Fall In Love",matched
第一滴淚,譚詠麟,1986,向雪懷,"要醉的今天我因何未醉
jiu3 zeoi3 dik1 gam1 tin1 ngo5 jan1 ho4 mei6 zeoi3
愛你的癡心仍是緊隨
oi3 nei5 dik1 ci1 sam1 jing4 si6 gan2 ceoi4
情被你踐碎閃閃的玻璃碎
cing4 bei6/ nei5 cin5/zin6 seoi3 sim2 sim2 dik1 bo1 lei1/lei4 seoi3
暗暗我爲你灑第一滴眼淚
am3 am3 ngo5 wai46 nei5 saa2 dai6 jat1 dik1 ngaan5 leoi6
最怕再聽到這癡纏字句
zeoi3 paa3 zoi3 ting1/teng1 dou3 ze5 ci1 cin4 zi6 geoi3
以往的思憶如夢跟隨
ji5 wong5 dik1 si1 jik1 jyu4 mung6 gan1 ceoi4
誰願意抹去狠狠將心握碎
seoi4 jyun6 ji3 mut3/maat3 heoi3 han2 han2 zoeng1 sam1 ak1/aak1 seoi3
我要這樣痛苦究竟爲了誰心碎
ngo5 jiu3 ze5 joeng6 tung3 fu2 gau3 ging2 wai46 liu5 seoi4 sam1 seoi3
誰人能爲我輕抹傷心的眼淚
seoi4 jan4 nang4 wai46 ngo5 hing1/heng1 mut3/maat3 soeng1 sam1 dik1 ngaan5 leoi6
誰人明白我恐懼 情是尖錐你的心是錘
seoi4 jan4 ming4 baak6 ngo5 hung2 geoi6 cing4 si6 zim1 zeoi1 nei5 dik1 sam1 si6 鎚
甜夢爲何被一一的敲碎
tim4 mung6 wai46 ho4 bei6/ jat1 jat1 dik1 haau1 seoi3
無盡空虛痛的心下垂
mou4 zeon6 hung1 heoi1 tung3 dik1 sam1 haa6 seoi4
呆站着是我不可進退
ngoi4/daai1 zaam6 zoek6/ si6 ngo5 bat1 ho2 zeon3 teoi3
振作去掩飾我的憔悴
zan3 zok3 heoi3 jim2 sik1 ngo5 dik1 ciu4 seoi6
再見的聲音如像春雷
zoi3 gin3 dik1 sing1/seng1 jam1 jyu4 zoeng6 ceon1 leoi4
迷亂裏跌進一粒粒的玻璃碎
mai4 lyun6 leoi5 dit3 zeon3 jat1 nap1/lap1 nap1/lap1 dik1 bo1 lei1/lei4 seoi3
你永遠未會知這一滴眼淚爲誰
nei5 wing5 jyun5 mei6 wui zi1 ze5 jat1 dik1 ngaan5 leoi6 wai46 seoi4",matched
痴心的我,張國榮,1986,向雪懷,"回憶街燈裏你一個
wui4 jik1 gaai1 dang1 leoi5 nei5 jat1 go3
緩步夜半街頭
wun6 bou6 je6 bun3 gaai1 tau4
你的影子如在低聲的說
nei5 dik1 jing2 zi2 jyu4 zoi6 dai1 sing1/seng1 dik1 syut3
無比的傷心
mou4 bei2 dik1 soeng1 sam1
漆黑中如像孤單的我
cat1 hak1 zung1 jyu4 zoeng6 gu1 daan1 dik1 ngo5
曾經關心我你一個
cang4 ging1 gwaan1 sam1 ngo5 nei5 jat1 go3
曾問問你因何
cang4 man6 man6 nei5 jan1 ho4
眼中閃出情淚緊擁抱
ngaan5 zung1 sim2 ceot1 cing4 leoi6 gan2 jung2 pou5
明白你心深愛着我
ming4 baak6 nei5 sam1 sam1 oi3 zoek6/ ngo5

曾經癡心的我
cang4 ging1 ci1 sam1 dik1 ngo5
何以始終跟你分開
ho4 ji5 ci2 zung1 gan1 nei5 fan1/fan6 hoi1
曾經留下快樂給我
cang4 ging1 lau4 haa6 faai3 lok6/ngok6 kap1 ngo5
盲目愛盲目愛愛着你深
maang4 muk6 oi3 maang4 muk6 oi3 oi3 zoek6/ nei5 sam1

明天街燈再經過
ming4 tin1 gaai1 dang1 zoi3 ging1 gwo3
回望夜半街頭
wui4 mong6 je6 bun3 gaai1 tau4
記否當天誰在癡癡等你
gei3 fau2 dong13 tin1 seoi4 zoi6 ci1 ci1 dang2 nei5
長夜問你可有想着我
coeng4/zoeng2 je6 man6 nei5 ho2 jau5 soeng2 zoek6/ ngo5",matched
壞女孩,梅艷芳,1986,林振強,"他將身體緊緊貼我 還從眉心開始輕輕親我
taa1 zoeng1 san1 tai2 gan2 gan2 tip3 ngo5 waan4 cung4 mei4 sam1 hoi1 ci2 hing1/heng1 hing1/heng1 can1 ngo5
耳邊的呼吸熨熱我的一切
ji5 bin1 dik1 fu1 kap1 wan6/wat1/wai3 jit6 ngo5 dik1 jat1 cai3
令人忘記理智放了在何
ling6 jan4 mong4 gei3 lei5 zi3 fong3 liu5 zoi6 ho4

他一雙手一起暖透我
taa1 jat1 soeng1 sau2 jat1 hei2 nyun5 tau3 ngo5
猶如濃酒懂得怎醉死我
jau4 jyu4 nung4 zau2 dung2 dak1 zam2 zeoi3 sei2 ngo5
我知他的打算人卻不走遠
ngo5 zi1 taa1 dik1 daa2 syun3 jan4 koek3 bat1 zau2 jyun5
夜幕求我別共愛意拔河
je6 mok6 kau4 ngo5 bit6 gung6 oi3 ji3 bat6 ho4

夜會令禁忌分解 引致淑女暗裏也想變壞
je6 wui ling6 gam1/gam3 gei6 fan1/fan6 gaai2 jan5 zi3 suk6 neoi5 am3 leoi5 jaa5 soeng2 bin3 waai6
沒有辦法做乖乖 我暗罵我這晚變得太壞
mut6 jau5 baan6 faat3 zou6 gwaai1 gwaai1 ngo5 am3 maa6 ngo5 ze5 maan5 bin3 dak1 taai3 waai6

可否稍作休息坐坐 齊齊停止否則即將出錯
ho2 fau2 saau2 zok3 jau1 sik1 co5/zo6 co5/zo6 cai4 cai4 ting4 zi2 fau2 zak1 zik1 zoeng1 ceot1 co3/cok3
快飲杯冰水冷靜透一口氣
faai3 jam2 bui1 bing1 seoi2 laang5 zing6 tau3 jat1 hau2 hei3
並重頭看理智放了在何
bing6 cung45/zung6 tau4 hon3 lei5 zi3 fong3 liu5 zoi6 ho4

身邊的他彷彿看透我
san1 bin1 dik1 taa1 fong2 fat1 hon3 tau3 ngo5
仍如熊火一般不放開我
jing4 jyu4 hung4 fo2 jat1 bun1 bat1 fong3 hoi1 ngo5
我身一分一寸全變得痠軟
ngo5 san1 jat1 fan1/fan6 jat1 cyun3 cyun4 bin3 dak1 syun1 jyun5
像在求我別共愛意拔河
zoeng6 zoi6 kau4 ngo5 bit6 gung6 oi3 ji3 bat6 ho4

夜會令禁忌分解 引致淑女暗裏也想變壞
je6 wui ling6 gam1/gam3 gei6 fan1/fan6 gaai2 jan5 zi3 suk6 neoi5 am3 leoi5 jaa5 soeng2 bin3 waai6
沒有辦法做乖乖 我暗罵我這晚變得太壞
mut6 jau5 baan6 faat3 zou6 gwaai1 gwaai1 ngo5 am3 maa6 ngo5 ze5 maan5 bin3 dak1 taai3 waai6

我快變罪人
ngo5 faai3 bin3 zeoi6 jan4
快救命
faai3 gau3 ming6/meng6
我愛午夜長
ngo5 oi3 ng5 je6 coeng4/zoeng2
太漂亮
taai3 piu1/piu3 loeng6",matched
只有情永在,張學友、鄺美雲,1986,,"世間事不知怎分對錯
sai3 gaan13 si6 bat1 zi1 zam2 fan1/fan6 deoi3 co3/cok3
懶得問恩怨怎分開
laan5 dak1 man6 jan1 jyun3 zam2 fan1/fan6 hoi1
當一切若浮雲
dong13 jat1 cai3 joek6 fau4 wan4
只有情永在
zi2 jau5 cing4 wing5 zoi6
心中記一份愛
sam1 zung1 gei3 jat1 fan6 oi3
再不問問一聲應否去愛
zoi3 bat1 man6 man6 jat1 sing1/seng1 jing13 fau2 heoi3 oi3
愛海內一切也應該
oi3 hoi2 noi6 jat1 cai3 jaa5 jing13 goi1
也不怕消失去
jaa5 bat1 paa3 siu1 sat1 heoi3
不會難替代
bat1 wui naan4/naan6 tai3 doi6
風聲裏都找到愛
fung1 sing1/seng1 leoi5 dou1 zaau2 dou3 oi3

未怕分開 縱使分開
mei6 paa3 fan1/fan6 hoi1 zung3/zung1 si2 fan1/fan6 hoi1
亦都知美夢仍會在
jik6 dou1 zi1 mei5 mung6 jing4 wui zoi6
何必感慨 誰會意外
ho4 bit1 gam2 koi3 seoi4 wui ji3 ngoi6
此心不變遷何曾改
ci2 sam1 bat1 bin3 cin1 ho4 cang4 goi2
再不用口中天天說愛
zoi3 bat1 jung6 hau2 zung1 tin1 tin1 syut3 oi3
懶分辨心裏情意若何
laan5 fan1/fan6 bin6 sam1 leoi5 cing4 ji3 joek6 ho4
有朝會暫別離
jau5 ciu4/ziu1 wui zaam6 bit6 lei4
不會成障礙
bat1 wui sing4 zoeng3 ngoi6
清風裏都找到愛 呀
cing1 fung1 leoi5 dou1 zaau2 dou3 oi3 aa1
千山裏都找到愛
cin1 saan1 leoi5 dou1 zaau2 dou3 oi3

賊公阿牛 主題曲
caak6 gung1 aa3/o1 ngau4 zyu2 tai4 kuk1",matched
迷途,太極,1986,因葵,"沉睡百年的海港裡 盡變失落與悲傷
無盡少年已失美夢 像我一樣夢已空
身邊的一切 已腐化不懂得真諦
明日我怕似去無從 不想再跌低
* 疑惑盡破滅 無用再討厭俗世事
若你擔心今天一切 可否他朝改變後再提 *
# 其實你心底 無用再假設萬個例
留待這陰影消失以後 聲音之中不需要轉低 #
明日有誰可早知道 難道未來是惡夢
命裡安排已早注定 沒法安靜沒法醒
今天的一切 已盡去不想多估計
明白我怕似去無從 將一切放低
Repeat * # *# #












歌曲
：
迷途


演唱
：
太極樂隊


專輯
：
太極15週年演唱會


發行
：
2000-01


作詞
：
因葵


作曲
：
雷有輝",google
